case_id,image_path,mask_path,model,checkpoint,threshold,stride,prediction_shape,target_shape,tp_voxels,fp_voxels,fn_voxels,tn_voxels,dice,iou,precision,recall,sensitivity,specificity,true_volume_ml,pred_volume_ml,abs_volume_error_ml
080.nii.gz,data/raw/images/080.nii.gz,data/raw/masks/080.nii.gz,sw_v10,models/best_model_slidingWindow_v10.pth,0.5,64,29x650x650,29x650x650,1625,14747,19831,12216297,0.08591519509358148,0.04488578294616468,0.09925482531150745,0.07573639075316928,0.07573639075316928,0.9987942975268506,107.28,81.86,25.42
081.nii.gz,data/raw/images/081.nii.gz,data/raw/masks/081.nii.gz,sw_v10,models/best_model_slidingWindow_v10.pth,0.5,64,29x650x650,29x650x650,34464,19158,29359,12169519,0.5868959938694708,0.415323989828997,0.6427212711200626,0.5399934193002522,0.5399934193002522,0.9984282133327513,319.115,268.11,51.005
082.nii.gz,data/raw/images/082.nii.gz,data/raw/masks/082.nii.gz,sw_v10,models/best_model_slidingWindow_v10.pth,0.5,64,29x650x650,29x650x650,6,16606,3157,12232731,0.000606826801517067,0.0003035054883909151,0.0003611846857693234,0.0018969332911792601,0.0018969332911792601,0.9986443347913442,15.815,83.06,67.245
083.nii.gz,data/raw/images/083.nii.gz,data/raw/masks/083.nii.gz,sw_v10,models/best_model_slidingWindow_v10.pth,0.5,64,32x650x650,32x650x650,831,23295,4888,13490986,0.05568771988607807,0.028641345557317156,0.03444416811738374,0.14530512327329953,0.14530512327329953,0.998276267897641,28.595,120.63,92.035
084.nii.gz,data/raw/images/084.nii.gz,data/raw/masks/084.nii.gz,sw_v10,models/best_model_slidingWindow_v10.pth,0.5,64,36x650x650,36x650x650,1810,16125,4613,15187452,0.14861647097462846,0.08027319496185914,0.10091998884862002,0.2817997820333178,0.2817997820333178,0.9989393943280584,32.115,89.675,57.56
085.nii.gz,data/raw/images/085.nii.gz,data/raw/masks/085.nii.gz,sw_v10,models/best_model_slidingWindow_v10.pth,0.5,64,19x650x650,19x650x650,452,83424,1963,7941661,0.01047617943933898,0.005265671780892135,0.005388907434784682,0.18716356107660456,0.18716356107660456,0.9896045960883904,12.075,419.38,407.305
086.nii.gz,data/raw/images/086.nii.gz,data/raw/masks/086.nii.gz,sw_v10,models/best_model_slidingWindow_v10.pth,0.5,64,29x650x650,29x650x650,0,370,5125,12247005,0.0,0.0,0.0,0.0,0.0,0.999969789444677,25.625,1.85,23.775
087.nii.gz,data/raw/images/087.nii.gz,data/raw/masks/087.nii.gz,sw_v10,models/best_model_slidingWindow_v10.pth,0.5,64,32x650x650,32x650x650,13940,3215,16660,13486185,0.5838132132760967,0.4122430873872542,0.8125910813174002,0.45555555555555555,0.45555555555555555,0.9997616647145166,153.0,85.775,67.225
088.nii.gz,data/raw/images/088.nii.gz,data/raw/masks/088.nii.gz,sw_v10,models/best_model_slidingWindow_v10.pth,0.5,64,31x650x650,31x650x650,610,16551,9680,13070659,0.04444282539798186,0.02272642599008979,0.035545714119223824,0.05928085519922255,0.05928085519922255,0.9987353301429411,51.45,85.805,34.355
089.nii.gz,data/raw/images/089.nii.gz,data/raw/masks/089.nii.gz,sw_v10,models/best_model_slidingWindow_v10.pth,0.5,64,35x650x650,35x650x650,291,447,11803,14774959,0.045355361596009974,0.02320389123674348,0.3943089430894309,0.024061518108152803,0.024061518108152803,0.9999697470242104,60.47,3.69,56.78
090.nii.gz,data/raw/images/090.nii.gz,data/raw/masks/090.nii.gz,sw_v10,models/best_model_slidingWindow_v10.pth,0.5,64,28x650x650,28x650x650,24,1567,5047,11823362,0.00720504353047133,0.0036155468514612837,0.01508485229415462,0.004732794320646815,0.004732794320646815,0.9998674833481029,25.355,7.955,17.4
091.nii.gz,data/raw/images/091.nii.gz,data/raw/masks/091.nii.gz,sw_v10,models/best_model_slidingWindow_v10.pth,0.5,64,33x650x650,33x650x650,6438,15433,2986,13917643,0.41143952708100334,0.2590014885143018,0.2943623976955786,0.6831494057724957,0.6831494057724957,0.9988923479639384,47.12,109.355,62.235
092.nii.gz,data/raw/images/092.nii.gz,data/raw/masks/092.nii.gz,sw_v10,models/best_model_slidingWindow_v10.pth,0.5,64,31x650x650,31x650x650,1243,26944,13090,13056223,0.058466603951081844,0.03011362259854156,0.04409834320786178,0.08672294704528012,0.08672294704528012,0.997940559804824,71.665,140.935,69.27
093.nii.gz,data/raw/images/093.nii.gz,data/raw/masks/093.nii.gz,sw_v10,models/best_model_slidingWindow_v10.pth,0.5,64,32x650x650,32x650x650,145,38950,1940,13478965,0.007042253521126761,0.0035335689045936395,0.0037089141833994118,0.06954436450839328,0.06954436450839328,0.997118638488258,10.425,195.475,185.05
094.nii.gz,data/raw/images/094.nii.gz,data/raw/masks/094.nii.gz,sw_v10,models/best_model_slidingWindow_v10.pth,0.5,64,34x650x650,34x650x650,36772,28472,61006,14238750,0.4511292954325183,0.2912633663366337,0.5636073815216724,0.3760764180081409,0.3760764180081409,0.998004376745522,488.89,326.22,162.67
095.nii.gz,data/raw/images/095.nii.gz,data/raw/masks/095.nii.gz,sw_v10,models/best_model_slidingWindow_v10.pth,0.5,64,29x650x650,29x650x650,0,3528,0,12248972,0.0,0.0,0.0,1.0,1.0,0.9997120587635177,0.0,17.64,17.64
096.nii.gz,data/raw/images/096.nii.gz,data/raw/masks/096.nii.gz,sw_v10,models/best_model_slidingWindow_v10.pth,0.5,64,33x650x650,33x650x650,0,15809,0,13926691,0.0,0.0,0.0,1.0,1.0,0.9988661287430518,0.0,79.045,79.045
097.nii.gz,data/raw/images/097.nii.gz,data/raw/masks/097.nii.gz,sw_v10,models/best_model_slidingWindow_v10.pth,0.5,64,31x650x650,31x650x650,5161,24078,5727,13062534,0.25723328432227677,0.14760052622547618,0.1765108245836041,0.474008082292432,0.474008082292432,0.9981601043875986,54.44,146.195,91.755
098.nii.gz,data/raw/images/098.nii.gz,data/raw/masks/098.nii.gz,sw_v10,models/best_model_slidingWindow_v10.pth,0.5,64,29x650x650,29x650x650,0,31251,0,12221249,0.0,0.0,0.0,1.0,1.0,0.9974494184860233,0.0,156.255,156.255
099.nii.gz,data/raw/images/099.nii.gz,data/raw/masks/099.nii.gz,sw_v10,models/best_model_slidingWindow_v10.pth,0.5,64,29x650x650,29x650x650,0,13834,0,12238666,0.0,0.0,0.0,1.0,1.0,0.998870924301163,0.0,69.17,69.17
100.nii.gz,data/raw/images/100.nii.gz,data/raw/masks/100.nii.gz,sw_v10,models/best_model_slidingWindow_v10.pth,0.5,64,30x650x650,30x650x650,0,5758,0,12669242,0.0,0.0,0.0,1.0,1.0,0.9995457199211045,0.0,28.79,28.79
101.nii.gz,data/raw/images/101.nii.gz,data/raw/masks/101.nii.gz,sw_v10,models/best_model_slidingWindow_v10.pth,0.5,64,31x650x650,31x650x650,0,22767,0,13074733,0.0,0.0,0.0,1.0,1.0,0.9982617293376599,0.0,113.835,113.835
102.nii.gz,data/raw/images/102.nii.gz,data/raw/masks/102.nii.gz,sw_v10,models/best_model_slidingWindow_v10.pth,0.5,64,31x650x650,31x650x650,0,2521,0,13094979,0.0,0.0,0.0,1.0,1.0,0.9998075205191831,0.0,12.605,12.605
103.nii.gz,data/raw/images/103.nii.gz,data/raw/masks/103.nii.gz,sw_v10,models/best_model_slidingWindow_v10.pth,0.5,64,35x650x650,35x650x650,0,4816,0,14782684,0.0,0.0,0.0,1.0,1.0,0.9996743195266272,0.0,24.08,24.08
104.nii.gz,data/raw/images/104.nii.gz,data/raw/masks/104.nii.gz,sw_v10,models/best_model_slidingWindow_v10.pth,0.5,64,29x650x650,29x650x650,0,26331,0,12226169,0.0,0.0,0.0,1.0,1.0,0.9978509691899612,0.0,131.655,131.655
105.nii.gz,data/raw/images/105.nii.gz,data/raw/masks/105.nii.gz,sw_v10,models/best_model_slidingWindow_v10.pth,0.5,64,30x650x650,30x650x650,0,4622,0,12670378,0.0,0.0,0.0,1.0,1.0,0.9996353451676528,0.0,23.11,23.11
106.nii.gz,data/raw/images/106.nii.gz,data/raw/masks/106.nii.gz,sw_v10,models/best_model_slidingWindow_v10.pth,0.5,64,29x650x650,29x650x650,0,682,0,12251818,0.0,0.0,0.0,1.0,1.0,0.9999443378902265,0.0,3.41,3.41
107.nii.gz,data/raw/images/107.nii.gz,data/raw/masks/107.nii.gz,sw_v10,models/best_model_slidingWindow_v10.pth,0.5,64,30x650x650,30x650x650,0,66202,0,12608798,0.0,0.0,0.0,1.0,1.0,0.9947769625246549,0.0,331.01,331.01
108.nii.gz,data/raw/images/108.nii.gz,data/raw/masks/108.nii.gz,sw_v10,models/best_model_slidingWindow_v10.pth,0.5,64,29x650x650,29x650x650,0,32078,0,12220422,0.0,0.0,0.0,1.0,1.0,0.9973819220567232,0.0,160.39,160.39
109.nii.gz,data/raw/images/109.nii.gz,data/raw/masks/109.nii.gz,sw_v10,models/best_model_slidingWindow_v10.pth,0.5,64,28x650x650,28x650x650,0,19347,0,11810653,0.0,0.0,0.0,1.0,1.0,0.9983645815722739,0.0,96.735,96.735
110.nii.gz,data/raw/images/110.nii.gz,data/raw/masks/110.nii.gz,sw_v10,models/best_model_slidingWindow_v10.pth,0.5,64,28x650x650,28x650x650,0,6181,0,11823819,0.0,0.0,0.0,1.0,1.0,0.9994775147928994,0.0,30.905,30.905
111.nii.gz,data/raw/images/111.nii.gz,data/raw/masks/111.nii.gz,sw_v10,models/best_model_slidingWindow_v10.pth,0.5,64,33x650x650,33x650x650,0,7797,0,13934703,0.0,0.0,0.0,1.0,1.0,0.9994407746100054,0.0,38.985,38.985
112.nii.gz,data/raw/images/112.nii.gz,data/raw/masks/112.nii.gz,sw_v10,models/best_model_slidingWindow_v10.pth,0.5,64,26x650x650,26x650x650,0,13733,0,10971267,0.0,0.0,0.0,1.0,1.0,0.9987498406918526,0.0,68.665,68.665
113.nii.gz,data/raw/images/113.nii.gz,data/raw/masks/113.nii.gz,sw_v10,models/best_model_slidingWindow_v10.pth,0.5,64,28x650x650,28x650x650,0,5214,0,11824786,0.0,0.0,0.0,1.0,1.0,0.999559256128487,0.0,26.07,26.07
114.nii.gz,data/raw/images/114.nii.gz,data/raw/masks/114.nii.gz,sw_v10,models/best_model_slidingWindow_v10.pth,0.5,64,29x650x650,29x650x650,0,3059,0,12249441,0.0,0.0,0.0,1.0,1.0,0.9997503366659866,0.0,15.295,15.295
115.nii.gz,data/raw/images/115.nii.gz,data/raw/masks/115.nii.gz,sw_v10,models/best_model_slidingWindow_v10.pth,0.5,64,32x650x650,32x650x650,0,12667,0,13507333,0.0,0.0,0.0,1.0,1.0,0.9990630917159763,0.0,63.335,63.335
116.nii.gz,data/raw/images/116.nii.gz,data/raw/masks/116.nii.gz,sw_v10,models/best_model_slidingWindow_v10.pth,0.5,64,31x650x650,31x650x650,0,40053,0,13057447,0.0,0.0,0.0,1.0,1.0,0.996941935483871,0.0,200.265,200.265
117.nii.gz,data/raw/images/117.nii.gz,data/raw/masks/117.nii.gz,sw_v10,models/best_model_slidingWindow_v10.pth,0.5,64,29x650x650,29x650x650,0,12852,0,12239648,0.0,0.0,0.0,1.0,1.0,0.9989510712099572,0.0,64.26,64.26
118.nii.gz,data/raw/images/118.nii.gz,data/raw/masks/118.nii.gz,sw_v10,models/best_model_slidingWindow_v10.pth,0.5,64,30x650x650,30x650x650,0,3037,0,12671963,0.0,0.0,0.0,1.0,1.0,0.9997603944773176,0.0,15.185,15.185
119.nii.gz,data/raw/images/119.nii.gz,data/raw/masks/119.nii.gz,sw_v10,models/best_model_slidingWindow_v10.pth,0.5,64,31x650x650,31x650x650,0,4568,0,13092932,0.0,0.0,0.0,1.0,1.0,0.999651231150983,0.0,22.84,22.84
120.nii.gz,data/raw/images/120.nii.gz,data/raw/masks/120.nii.gz,sw_v10,models/best_model_slidingWindow_v10.pth,0.5,64,30x650x650,30x650x650,0,19390,0,12655610,0.0,0.0,0.0,1.0,1.0,0.9984702169625247,0.0,96.95,96.95
121.nii.gz,data/raw/images/121.nii.gz,data/raw/masks/121.nii.gz,sw_v10,models/best_model_slidingWindow_v10.pth,0.5,64,30x650x650,30x650x650,0,6843,0,12668157,0.0,0.0,0.0,1.0,1.0,0.9994601183431953,0.0,34.215,34.215
122.nii.gz,data/raw/images/122.nii.gz,data/raw/masks/122.nii.gz,sw_v10,models/best_model_slidingWindow_v10.pth,0.5,64,28x650x650,28x650x650,0,252,0,11829748,0.0,0.0,0.0,1.0,1.0,0.9999786982248521,0.0,1.26,1.26
123.nii.gz,data/raw/images/123.nii.gz,data/raw/masks/123.nii.gz,sw_v10,models/best_model_slidingWindow_v10.pth,0.5,64,39x650x650,39x650x650,0,13564,0,16463936,0.0,0.0,0.0,1.0,1.0,0.9991768168714914,0.0,67.82,67.82
124.nii.gz,data/raw/images/124.nii.gz,data/raw/masks/124.nii.gz,sw_v10,models/best_model_slidingWindow_v10.pth,0.5,64,30x650x650,30x650x650,0,26323,0,12648677,0.0,0.0,0.0,1.0,1.0,0.9979232347140039,0.0,131.615,131.615
125.nii.gz,data/raw/images/125.nii.gz,data/raw/masks/125.nii.gz,sw_v10,models/best_model_slidingWindow_v10.pth,0.5,64,40x650x650,40x650x650,0,15145,0,16884855,0.0,0.0,0.0,1.0,1.0,0.9991038461538462,0.0,75.725,75.725
126.nii.gz,data/raw/images/126.nii.gz,data/raw/masks/126.nii.gz,sw_v10,models/best_model_slidingWindow_v10.pth,0.5,64,30x650x650,30x650x650,0,26511,0,12648489,0.0,0.0,0.0,1.0,1.0,0.997908402366864,0.0,132.555,132.555
127.nii.gz,data/raw/images/127.nii.gz,data/raw/masks/127.nii.gz,sw_v10,models/best_model_slidingWindow_v10.pth,0.5,64,32x650x650,32x650x650,0,1726,0,13518274,0.0,0.0,0.0,1.0,1.0,0.9998723372781065,0.0,8.63,8.63
128.nii.gz,data/raw/images/128.nii.gz,data/raw/masks/128.nii.gz,sw_v10,models/best_model_slidingWindow_v10.pth,0.5,64,28x650x650,28x650x650,0,30604,0,11799396,0.0,0.0,0.0,1.0,1.0,0.9974130177514793,0.0,153.02,153.02
129.nii.gz,data/raw/images/129.nii.gz,data/raw/masks/129.nii.gz,sw_v10,models/best_model_slidingWindow_v10.pth,0.5,64,30x650x650,30x650x650,0,2617,0,12672383,0.0,0.0,0.0,1.0,1.0,0.9997935305719922,0.0,13.085,13.085
130.nii.gz,data/raw/images/130.nii.gz,data/raw/masks/130.nii.gz,sw_v10,models/best_model_slidingWindow_v10.pth,0.5,64,31x650x650,31x650x650,0,3808,0,13093692,0.0,0.0,0.0,1.0,1.0,0.9997092574918878,0.0,19.04,19.04
