case_id,image_path,mask_path,model,checkpoint,threshold,stride,prediction_shape,target_shape,tp_voxels,fp_voxels,fn_voxels,tn_voxels,dice,iou,precision,recall,sensitivity,specificity,true_volume_ml,pred_volume_ml,abs_volume_error_ml
108.nii.gz,data/raw/images/108.nii.gz,data/raw/masks/108.nii.gz,sw_v9,models/best_model_slidingWindow_v9_dice.pth,0.3,64,29x650x650,29x650x650,0,348698,0,11903802,0.0,0.0,0.0,1.0,1.0,0.9715406651703734,0.0,1743.49,1743.49
109.nii.gz,data/raw/images/109.nii.gz,data/raw/masks/109.nii.gz,sw_v9,models/best_model_slidingWindow_v9_dice.pth,0.3,64,28x650x650,28x650x650,0,470336,0,11359664,0.0,0.0,0.0,1.0,1.0,0.9602420963651733,0.0,2351.68,2351.68
110.nii.gz,data/raw/images/110.nii.gz,data/raw/masks/110.nii.gz,sw_v9,models/best_model_slidingWindow_v9_dice.pth,0.3,64,28x650x650,28x650x650,0,403630,0,11426370,0.0,0.0,0.0,1.0,1.0,0.9658808114961961,0.0,2018.15,2018.15
111.nii.gz,data/raw/images/111.nii.gz,data/raw/masks/111.nii.gz,sw_v9,models/best_model_slidingWindow_v9_dice.pth,0.3,64,33x650x650,33x650x650,0,221483,0,13721017,0.0,0.0,0.0,1.0,1.0,0.984114541868388,0.0,1107.415,1107.415
112.nii.gz,data/raw/images/112.nii.gz,data/raw/masks/112.nii.gz,sw_v9,models/best_model_slidingWindow_v9_dice.pth,0.3,64,26x650x650,26x650x650,0,246086,0,10738914,0.0,0.0,0.0,1.0,1.0,0.9775979972690032,0.0,1230.43,1230.43
113.nii.gz,data/raw/images/113.nii.gz,data/raw/masks/113.nii.gz,sw_v9,models/best_model_slidingWindow_v9_dice.pth,0.3,64,28x650x650,28x650x650,0,244456,0,11585544,0.0,0.0,0.0,1.0,1.0,0.9793359256128487,0.0,1222.28,1222.28
114.nii.gz,data/raw/images/114.nii.gz,data/raw/masks/114.nii.gz,sw_v9,models/best_model_slidingWindow_v9_dice.pth,0.3,64,29x650x650,29x650x650,0,113582,0,12138918,0.0,0.0,0.0,1.0,1.0,0.9907298918588043,0.0,567.91,567.91
115.nii.gz,data/raw/images/115.nii.gz,data/raw/masks/115.nii.gz,sw_v9,models/best_model_slidingWindow_v9_dice.pth,0.3,64,32x650x650,32x650x650,0,242068,0,13277932,0.0,0.0,0.0,1.0,1.0,0.9820955621301776,0.0,1210.34,1210.34
116.nii.gz,data/raw/images/116.nii.gz,data/raw/masks/116.nii.gz,sw_v9,models/best_model_slidingWindow_v9_dice.pth,0.3,64,31x650x650,31x650x650,0,197354,0,12900146,0.0,0.0,0.0,1.0,1.0,0.9849319335751098,0.0,986.77,986.77
117.nii.gz,data/raw/images/117.nii.gz,data/raw/masks/117.nii.gz,sw_v9,models/best_model_slidingWindow_v9_dice.pth,0.3,64,29x650x650,29x650x650,0,376374,0,11876126,0.0,0.0,0.0,1.0,1.0,0.9692818608447256,0.0,1881.87,1881.87
118.nii.gz,data/raw/images/118.nii.gz,data/raw/masks/118.nii.gz,sw_v9,models/best_model_slidingWindow_v9_dice.pth,0.3,64,30x650x650,30x650x650,0,148240,0,12526760,0.0,0.0,0.0,1.0,1.0,0.9883045364891518,0.0,741.2,741.2
119.nii.gz,data/raw/images/119.nii.gz,data/raw/masks/119.nii.gz,sw_v9,models/best_model_slidingWindow_v9_dice.pth,0.3,64,31x650x650,31x650x650,0,345896,0,12751604,0.0,0.0,0.0,1.0,1.0,0.9735906852452758,0.0,1729.48,1729.48
120.nii.gz,data/raw/images/120.nii.gz,data/raw/masks/120.nii.gz,sw_v9,models/best_model_slidingWindow_v9_dice.pth,0.3,64,30x650x650,30x650x650,0,468048,0,12206952,0.0,0.0,0.0,1.0,1.0,0.9630731360946746,0.0,2340.24,2340.24
